year,month,day,hour,temp,humidity,height_sun,DRH,GRH,beam,GRT,DRT,LRI,LRV,LRO,GRR,radiation_balance,extraterrestrial_radiation,azimuth,global_luminance,diffuse_luminance,globa_radiance_1_axis,globa_radiance_2_axis,direct_radiation,UVA,UVB,photosynthetically,sunshine_duration,PV_prod,sky_temp
 2005, 1, 1, 1,26.0,27, 0.0,0,0,0,0,0,327,395,434,0,-106,0,-23.2,0,0,0,0,0,0,0,0,0,0,2.5
 2005, 1, 1, 2,25.3,28, 0.0,0,0,0,0,0,325,390,427,0,-102,0,-55.4,0,0,0,0,0,0,0,0,0,0,2.1
 2005, 1, 1, 3,24.6,28, 0.0,0,0,0,0,0,322,387,424,0,-102,0,-65.4,0,0,0,0,0,0,0,0,0,0,1.3
 2005, 1, 1, 4,24.2,31, 0.0,0,0,0,0,0,325,388,423,0,-98,0,-68.5,0,0,0,0,0,0,0,0,0,0,2.0
 2005, 1, 1, 5,23.7,31, 0.0,0,0,0,0,0,324,384,418,0,-94,0,-69.3,0,0,0,0,0,0,0,0,0,0,1.7
 2005, 1, 1, 6,23.4,32, 0.0,0,0,0,0,0,324,384,417,0,-94,0,-68.3,0,0,0,0,0,0,0,0,0,0,1.7
 2005, 1, 1, 7,23.6,30,0.9,7,7,0,7,7,320,392,436,1,-111,26,-66.2,830,829,-1,7,0,299,3,3,17,6,0.9
 2005, 1, 1, 8,25.5,27,14.2,119,170,209,170,119,324,405,458,34,2,346,-62.4,17807,14474,398,339,51,7531,145,74,30,135,1.8
 2005, 1, 1, 9,27.8,24,26.9,193,375,403,375,193,323,419,486,75,137,640,-56.6,40323,23254,657,583,182,17378,535,161,45,286,1.5
 2005, 1, 1, 10,30.0,18,38.7,238,574,538,574,238,314,426,508,115,265,882,-48.2,61398,33123,856,751,336,27447,1130,247,54,418,-0.4
 2005, 1, 1, 11,32.1,17,48.5,262,728,622,728,262,318,440,532,146,368,1058,-34.6,79186,37135,951,815,466,35628,1755,313,58,510,0.6
 2005, 1, 1, 12,33.8,14,54.9,272,815,663,815,272,314,447,548,163,418,1154,-15.0,86358,33643,997,833,542,40410,2181,351,59,557,-0.3
 2005, 1, 1, 13,35.2,13,55.6,274,825,668,825,274,317,452,556,165,420,1165,9.2,87520,33761,1002,833,551,40976,2233,355,59,558,0.3
 2005, 1, 1, 14,36.0,12,50.5,266,757,637,757,266,317,452,556,151,367,1089,30.4,82509,37532,967,824,492,37233,1890,326,58,516,0.3
 2005, 1, 1, 15,36.3,12,41.3,246,619,566,619,246,320,452,551,124,264,932,45.4,66479,34260,889,776,374,29814,1293,266,56,432,0.9
 2005, 1, 1, 16,35.8,12,29.9,207,429,446,429,207,321,444,535,86,130,704,55.1,45067,28283,739,653,223,20055,671,184,49,310,1.2
 2005, 1, 1, 17,34.5,14,17.4,141,221,267,221,141,327,438,517,44,-13,421,61.3,23207,16972,477,412,80,9925,220,95,35,166,2.5
 2005, 1, 1, 18,32.9,14,4.2,20,20,0,20,20,330,428,495,4,-149,53,65.3,2317,2317,7,20,0,1017,12,10,11,16,3.2
 2005, 1, 1, 19,31.7,18, 0.0,0,0,0,0,0,339,422,475,0,-136,0,68.1,0,0,0,0,0,0,0,0,0,0,4.8
 2005, 1, 1, 20,30.5,20, 0.0,0,0,0,0,0,337,417,466,0,-129,0,69.3,0,0,0,0,0,0,0,0,0,0,4.6
 2005, 1, 1, 21,29.3,22, 0.0,0,0,0,0,0,338,413,458,0,-121,0,69.1,0,0,0,0,0,0,0,0,0,0,4.6
 2005, 1, 1, 22,28.2,25, 0.0,0,0,0,0,0,338,407,447,0,-109,0,66.5,0,0,0,0,0,0,0,0,0,0,4.7
 2005, 1, 1, 23,27.0,27, 0.0,0,0,0,0,0,336,401,438,0,-102,0,59.1,0,0,0,0,0,0,0,0,0,0,4.2
 2005, 1, 1, 24,25.8,27, 0.0,0,0,0,0,0,330,394,430,0,-100,0,34.6,0,0,0,0,0,0,0,0,0,0,3.1
 2005, 1, 2, 1,24.8,29, 0.0,0,0,0,0,0,328,390,425,0,-97,0,-22.6,0,0,0,0,0,0,0,0,0,0,2.6
 2005, 1, 2, 2,23.4,33, 0.0,0,0,0,0,0,327,388,421,0,-94,0,-55.4,0,0,0,0,0,0,0,0,0,0,2.5
 2005, 1, 2, 3,22.0,34, 0.0,0,0,0,0,0,322,384,419,0,-97,0,-65.4,0,0,0,0,0,0,0,0,0,0,1.3
 2005, 1, 2, 4,21.3,37, 0.0,0,0,0,0,0,322,381,413,0,-91,0,-69.0,0,0,0,0,0,0,0,0,0,0,1.4
 2005, 1, 2, 5,20.5,38, 0.0,0,0,0,0,0,319,377,408,0,-89,0,-69.4,0,0,0,0,0,0,0,0,0,0,0.7
 2005, 1, 2, 6,20.0,38, 0.0,0,0,0,0,0,316,373,403,0,-87,0,-68.4,0,0,0,0,0,0,0,0,0,0,0.2
 2005, 1, 2, 7,20.1,38,0.8,6,6,0,6,6,317,380,416,1,-95,26,-66.2,759,759,-1,6,0,270,3,3,17,5,0.2
 2005, 1, 2, 8,22.3,31,14.1,101,173,297,173,101,314,390,439,35,14,344,-62.4,18407,12509,458,381,72,7690,148,75,32,140,-0.3
 2005, 1, 2, 9,24.8,25,26.9,157,390,514,390,157,309,402,467,78,154,638,-57.1,41613,22272,755,656,233,18030,555,167,49,301,-1.3
 2005, 1, 2, 10,26.9,19,38.7,185,594,654,594,185,299,410,492,119,282,882,-48.3,62711,24726,926,805,409,28348,1166,254,56,439,-3.6
 2005, 1, 2, 11,28.9,17,48.5,197,749,737,749,197,301,421,512,150,387,1058,-35.1,80335,26043,1006,851,552,36589,1803,321,59,533,-3.3
 2005, 1, 2, 12,30.5,14,54.9,200,836,777,836,200,298,429,531,167,436,1155,-15.1,90373,26316,1037,856,636,41371,2235,359,60,580,-3.8
 2005, 1, 2, 13,31.7,14,55.7,200,846,783,846,200,303,433,533,169,447,1166,9.1,91682,26383,1041,855,647,41963,2290,363,60,583,-2.7
 2005, 1, 2, 14,32.4,14,50.6,198,780,753,780,198,306,434,532,156,397,1091,30.4,83890,26189,1020,856,582,38280,1947,334,59,541,-2.2
 2005, 1, 2, 15,32.6,13,41.4,190,642,684,642,190,306,433,530,128,290,934,45.3,68075,25220,957,826,453,30877,1343,275,58,456,-2.1
 2005, 1, 2, 16,32.1,13,30.0,167,449,563,449,167,305,424,513,90,151,707,55.1,48099,23538,812,710,282,20956,704,192,52,330,-2.4
 2005, 1, 2, 17,30.9,14,17.5,120,231,369,231,120,310,417,494,46,0,424,61.3,23947,16408,573,482,111,10377,231,99,38,177,-1.2
 2005, 1, 2, 18,29.3,15,4.3,20,20,0,20,20,317,409,472,4,-140,55,65.4,2276,2276,6,20,0,999,12,9,10,16,0.2
 2005, 1, 2, 19,28.3,19, 0.0,0,0,0,0,0,324,401,449,0,-126,0,68.1,0,0,0,0,0,0,0,0,0,0,1.7
 2005, 1, 2, 20,27.3,20, 0.0,0,0,0,0,0,322,396,441,0,-119,0,69.3,0,0,0,0,0,0,0,0,0,0,1.3
 2005, 1, 2, 21,26.3,21, 0.0,0,0,0,0,0,319,390,433,0,-114,0,69.2,0,0,0,0,0,0,0,0,0,0,0.6
 2005, 1, 2, 22,25.3,22, 0.0,0,0,0,0,0,317,385,425,0,-108,0,66.6,0,0,0,0,0,0,0,0,0,0,0.4
 2005, 1, 2, 23,24.4,24, 0.0,0,0,0,0,0,316,381,419,0,-103,0,59.3,0,0,0,0,0,0,0,0,0,0,0.1
 2005, 1, 2, 24,23.2,25, 0.0,0,0,0,0,0,312,375,411,0,-99,0,35.3,0,0,0,0,0,0,0,0,0,0,-0.8
 2005, 1, 3, 1,22.4,28, 0.0,0,0,0,0,0,313,373,407,0,-94,0,-22.4,0,0,0,0,0,0,0,0,0,0,-0.6
 2005, 1, 3, 2,21.6,31, 0.0,0,0,0,0,0,314,372,402,0,-88,0,-55.5,0,0,0,0,0,0,0,0,0,0,-0.3
 2005, 1, 3, 3,20.7,32, 0.0,0,0,0,0,0,311,368,399,0,-88,0,-65.5,0,0,0,0,0,0,0,0,0,0,-1.0
 2005, 1, 3, 4,20.3,31, 0.0,0,0,0,0,0,307,364,396,0,-89,0,-69.1,0,0,0,0,0,0,0,0,0,0,-1.9
 2005, 1, 3, 5,19.9,31, 0.0,0,0,0,0,0,303,361,394,0,-90,0,-69.4,0,0,0,0,0,0,0,0,0,0,-2.7
 2005, 1, 3, 6,19.6,29, 0.0,0,0,0,0,0,298,358,391,0,-93,0,-68.5,0,0,0,0,0,0,0,0,0,0,-3.8
 2005, 1, 3, 7,19.8,30,0.7,6,6,0,6,6,299,369,414,1,-110,25,-66.3,740,739,-1,6,0,260,3,3,19,5,-3.6
 2005, 1, 3, 8,22.2,26,14.0,88,178,369,178,88,303,385,439,36,6,343,-62.5,18660,12410,538,438,89,7877,151,77,34,144,-2.7
 2005, 1, 3, 9,25.1,21,26.8,132,402,598,402,132,300,400,473,80,149,637,-57.1,42092,18541,822,708,270,18585,571,172,52,310,-3.4
 2005, 1, 3, 10,27.4,16,38.6,151,611,737,611,151,290,410,502,122,278,881,-48.4,65355,20961,973,842,460,29121,1198,261,58,449,-5.7
 2005, 1, 3, 11,29.6,13,48.5,156,768,818,768,156,289,422,524,154,380,1058,-35.2,81170,20361,1034,873,613,37471,1847,329,60,543,-5.9
 2005, 1, 3, 12,31.4,12,55.0,157,857,855,857,157,293,432,542,171,436,1156,-15.3,91566,20111,1061,877,700,42308,2288,367,60,590,-5.1
 2005, 1, 3, 13,32.7,11,55.8,158,868,859,868,158,292,435,548,174,438,1168,8.6,92785,20163,1064,876,710,42935,2348,372,60,591,-5.3
 2005, 1, 3, 14,33.5,10,50.7,156,802,834,802,156,291,437,551,160,382,1093,30.3,84932,20243,1047,878,646,39266,2002,343,60,550,-5.4
 2005, 1, 3, 15,33.8,10,41.6,153,663,768,663,153,293,435,546,133,277,937,45.3,71140,21214,1002,860,510,31823,1389,283,59,466,-5.0
 2005, 1, 3, 16,33.3,10,30.2,140,466,649,466,140,289,424,527,93,134,710,55.2,48847,19342,881,764,326,21748,733,199,55,340,-6.0
 2005, 1, 3, 17,32.1,10,17.6,111,241,429,241,111,295,414,503,48,-15,427,61.3,25140,15231,623,520,130,10833,242,103,42,183,-4.7
 2005, 1, 3, 18,30.4,12,4.4,20,20,0,20,20,310,410,480,4,-153,56,65.4,2363,2363,7,20,0,1043,12,10,10,16,-1.1
 2005, 1, 3, 19,29.4,15, 0.0,0,0,0,0,0,317,406,465,0,-147,0,68.2,0,0,0,0,0,0,0,0,0,0,0.3
 2005, 1, 3, 20,28.3,17, 0.0,0,0,0,0,0,318,400,454,0,-136,0,69.4,0,0,0,0,0,0,0,0,0,0,0.4
 2005, 1, 3, 21,27.3,18, 0.0,0,0,0,0,0,316,395,446,0,-130,0,69.3,0,0,0,0,0,0,0,0,0,0,0.0
 2005, 1, 3, 22,26.3,21, 0.0,0,0,0,0,0,318,393,441,0,-123,0,67.1,0,0,0,0,0,0,0,0,0,0,0.5
 2005, 1, 3, 23,25.3,22, 0.0,0,0,0,0,0,315,388,434,0,-119,0,59.4,0,0,0,0,0,0,0,0,0,0,-0.2
 2005, 1, 3, 24,24.3,23, 0.0,0,0,0,0,0,312,384,428,0,-116,0,35.6,0,0,0,0,0,0,0,0,0,0,-0.8
 2005, 1, 4, 1,23.2,26, 0.0,0,0,0,0,0,313,381,421,0,-108,0,-22.3,0,0,0,0,0,0,0,0,0,0,-0.6
 2005, 1, 4, 2,22.0,27, 0.0,0,0,0,0,0,310,376,414,0,-104,0,-55.5,0,0,0,0,0,0,0,0,0,0,-1.2
 2005, 1, 4, 3,20.9,29, 0.0,0,0,0,0,0,308,373,412,0,-104,0,-65.5,0,0,0,0,0,0,0,0,0,0,-1.7
 2005, 1, 4, 4,20.3,29, 0.0,0,0,0,0,0,304,370,410,0,-106,0,-69.1,0,0,0,0,0,0,0,0,0,0,-2.6
 2005, 1, 4, 5,19.7,31, 0.0,0,0,0,0,0,302,367,406,0,-104,0,-69.5,0,0,0,0,0,0,0,0,0,0,-2.9
 2005, 1, 4, 6,19.2,29, 0.0,0,0,0,0,0,296,361,400,0,-104,0,-68.5,0,0,0,0,0,0,0,0,0,0,-4.3
 2005, 1, 4, 7,19.3,29,0.6,6,6,0,6,6,296,367,412,1,-111,25,-66.4,712,712,-1,6,0,247,3,3,17,5,-4.3
 2005, 1, 4, 8,21.6,24,14.0,98,172,305,172,98,298,379,435,34,1,341,-62.6,18257,12030,463,384,74,7619,145,74,32,140,-4.0
 2005, 1, 4, 9,24.3,20,26.8,152,389,526,389,152,293,392,464,78,140,636,-57.2,41624,21482,761,662,237,17997,552,167,49,302,-5.1
 2005, 1, 4, 10,26.5,14,38.6,179,595,667,595,179,282,401,492,119,266,881,-48.5,62809,23933,933,812,416,28331,1165,255,57,441,-7.6
 2005, 1, 4, 11,28.6,13,48.6,190,752,750,752,190,283,413,514,150,371,1058,-35.3,80589,25131,1012,856,562,36586,1805,322,59,536,-7.3
 2005, 1, 4, 12,30.3,11,55.0,192,840,791,840,192,282,422,532,168,422,1157,-15.4,90821,25366,1042,861,648,41401,2242,360,60,584,-7.5
 2005, 1, 4, 13,31.6,10,55.9,192,852,796,852,192,284,424,535,170,431,1169,8.5,92185,25379,1046,860,660,42054,2304,365,60,586,-7.1
 2005, 1, 4, 14,32.3,10,50.9,191,786,768,786,191,289,431,542,157,377,1095,30.3,84525,25270,1026,862,596,38452,1965,337,59,545,-6.0
 2005, 1, 4, 15,32.5,11,41.7,184,649,700,649,184,294,430,535,130,279,939,45.4,68812,24487,967,834,466,31127,1362,277,58,461,-4.7
 2005, 1, 4, 16,32.1,11,30.3,163,456,580,456,163,297,423,519,91,143,712,55.2,48898,22974,824,721,293,21245,719,194,53,335,-4.1
 2005, 1, 4, 17,30.9,12,17.7,118,236,386,236,118,298,412,496,47,-9,430,61.4,24481,16113,589,495,118,10621,239,101,39,181,-3.9
 2005, 1, 4, 18,29.2,13,4.5,21,21,0,21,21,307,404,472,4,-148,57,65.4,2414,2414,7,21,0,1070,12,10,10,17,-1.8
 2005, 1, 4, 19,28.2,16, 0.0,0,0,0,0,0,314,396,450,0,-136,0,68.2,0,0,0,0,0,0,0,0,0,0,-0.3
 2005, 1, 4, 20,27.2,17, 0.0,0,0,0,0,0,311,392,445,0,-133,0,69.4,0,0,0,0,0,0,0,0,0,0,-0.9
 2005, 1, 4, 21,26.2,17, 0.0,0,0,0,0,0,308,385,434,0,-126,0,69.4,0,0,0,0,0,0,0,0,0,0,-1.7
 2005, 1, 4, 22,25.2,18, 0.0,0,0,0,0,0,303,380,430,0,-126,0,67.2,0,0,0,0,0,0,0,0,0,0,-2.7
 2005, 1, 4, 23,24.3,19, 0.0,0,0,0,0,0,304,378,424,0,-120,0,59.6,0,0,0,0,0,0,0,0,0,0,-2.6
 2005, 1, 4, 24,23.1,20, 0.0,0,0,0,0,0,299,371,417,0,-118,0,36.3,0,0,0,0,0,0,0,0,0,0,-3.7
 2005, 1, 5, 1,22.2,21, 0.0,0,0,0,0,0,296,369,416,0,-120,0,-22.2,0,0,0,0,0,0,0,0,0,0,-4.4
 2005, 1, 5, 2,21.2,21, 0.0,0,0,0,0,0,291,365,413,0,-121,0,-55.6,0,0,0,0,0,0,0,0,0,0,-5.4
 2005, 1, 5, 3,20.3,21, 0.0,0,0,0,0,0,286,360,407,0,-121,0,-66.0,0,0,0,0,0,0,0,0,0,0,-6.6
 2005, 1, 5, 4,19.8,21, 0.0,0,0,0,0,0,284,356,402,0,-119,0,-69.2,0,0,0,0,0,0,0,0,0,0,-7.2
 2005, 1, 5, 5,19.3,21, 0.0,0,0,0,0,0,282,355,401,0,-119,0,-69.6,0,0,0,0,0,0,0,0,0,0,-7.6
 2005, 1, 5, 6,18.9,22, 0.0,0,0,0,0,0,281,352,398,0,-117,0,-68.6,0,0,0,0,0,0,0,0,0,0,-7.8
 2005, 1, 5, 7,19.1,22,0.6,6,6,0,6,6,282,359,411,1,-124,24,-66.5,732,731,-1,6,0,252,3,3,15,5,-7.5
 2005, 1, 5, 8,21.2,21,13.9,124,161,154,161,124,289,373,432,32,-14,340,-63.1,17374,14314,334,293,37,7138,136,70,27,131,-6.0
 2005, 1, 5, 9,23.7,18,26.7,211,359,329,359,211,287,386,458,72,116,635,-57.3,38238,24594,606,544,148,16587,508,155,42,281,-6.4
 2005, 1, 5, 10,26.0,15,38.6,271,558,460,558,271,284,398,485,112,246,880,-49.0,58641,36306,812,720,287,26500,1090,240,52,417,-7.0
 2005, 1, 5, 11,28.0,13,48.6,308,715,543,715,308,282,410,509,143,346,1059,-35.4,76217,41576,921,798,407,34743,1715,308,57,515,-7.5
 2005, 1, 5, 12,29.7,11,55.1,327,807,586,807,327,282,419,526,161,401,1158,-15.5,86576,44232,971,825,480,39678,2151,347,58,566,-7.7
 2005, 1, 5, 13,31.0,11,56.0,329,820,592,820,329,285,426,536,164,405,1171,8.4,88033,44621,978,827,491,40382,2216,353,58,569,-6.8
 2005, 1, 5, 14,31.8,10,51.0,316,753,562,753,316,288,425,531,151,359,1097,30.3,80306,42647,943,813,437,36727,1882,324,57,527,-6.2
 2005, 1, 5, 15,32.0,11,41.9,285,614,493,614,285,294,425,525,123,260,942,45.4,64701,38225,856,754,329,29390,1290,264,54,440,-4.8
 2005, 1, 5, 16,31.5,11,30.4,233,425,378,425,233,296,418,510,85,125,715,55.2,45327,26933,676,607,192,19797,672,183,46,315,-4.4
 2005, 1, 5, 17,30.4,12,17.9,155,221,215,221,155,299,409,490,44,-14,433,61.4,23812,17793,421,374,66,9959,225,95,33,170,-3.6
 2005, 1, 5, 18,28.8,12,4.6,23,23,0,23,23,301,400,470,5,-151,58,65.5,2625,2625,10,23,0,1174,14,11,13,18,-3.3
 2005, 1, 5, 19,27.8,15, 0.0,0,0,0,0,0,309,396,455,0,-146,0,68.3,0,0,0,0,0,0,0,0,0,0,-1.5
 2005, 1, 5, 20,26.8,17, 0.0,0,0,0,0,0,308,390,442,0,-134,0,69.5,0,0,0,0,0,0,0,0,0,0,-1.6
 2005, 1, 5, 21,25.8,18, 0.0,0,0,0,0,0,308,387,439,0,-131,0,69.4,0,0,0,0,0,0,0,0,0,0,-1.7
 2005, 1, 5, 22,25.0,21, 0.0,0,0,0,0,0,310,386,434,0,-123,0,67.3,0,0,0,0,0,0,0,0,0,0,-1.2
 2005, 1, 5, 23,23.8,24, 0.0,0,0,0,0,0,312,382,425,0,-113,0,60.2,0,0,0,0,0,0,0,0,0,0,-0.8
 2005, 1, 5, 24,22.6,27, 0.0,0,0,0,0,0,313,379,419,0,-106,0,37.1,0,0,0,0,0,0,0,0,0,0,-0.6
 2005, 1, 6, 1,21.5,28, 0.0,0,0,0,0,0,310,376,416,0,-107,0,-22.0,0,0,0,0,0,0,0,0,0,0,-1.3
 2005, 1, 6, 2,20.4,29, 0.0,0,0,0,0,0,306,371,411,0,-105,0,-56.1,0,0,0,0,0,0,0,0,0,0,-2.2
 2005, 1, 6, 3,19.3,31, 0.0,0,0,0,0,0,303,367,406,0,-103,0,-66.1,0,0,0,0,0,0,0,0,0,0,-2.8
 2005, 1, 6, 4,18.7,31, 0.0,0,0,0,0,0,300,364,402,0,-102,0,-69.3,0,0,0,0,0,0,0,0,0,0,-3.4
 2005, 1, 6, 5,18.2,37, 0.0,0,0,0,0,0,306,364,396,0,-90,0,-70.0,0,0,0,0,0,0,0,0,0,0,-2.1
 2005, 1, 6, 6,17.8,39, 0.0,0,0,0,0,0,307,363,393,0,-86,0,-69.1,0,0,0,0,0,0,0,0,0,0,-1.9
 2005, 1, 6, 7,17.9,41,0.5,6,6,0,6,6,310,370,404,1,-90,24,-66.5,707,707,-1,6,0,241,2,3,16,5,-1.3
 2005, 1, 6, 8,20.0,35,13.9,116,165,205,165,116,312,381,424,33,20,338,-63.2,17344,14139,392,334,49,7321,139,72,29,136,-0.8
 2005, 1, 6, 9,22.6,28,26.7,191,371,402,371,191,306,392,450,74,154,634,-57.4,39907,22872,654,582,180,17126,524,160,45,291,-2.0
 2005, 1, 6, 10,25.0,22,38.6,236,572,539,572,236,299,402,477,114,280,880,-49.1,61196,32782,856,755,336,27154,1116,246,54,429,-3.7
 2005, 1, 6, 11,27.1,18,48.6,261,729,624,729,261,298,412,497,146,384,1059,-35.6,79197,36627,952,820,468,35335,1746,313,58,526,-3.9
 2005, 1, 6, 12,28.8,17,55.2,271,819,667,819,271,299,419,509,164,446,1159,-16.1,86709,33417,1000,840,548,40190,2182,352,59,577,-3.6
 2005, 1, 6, 13,30.0,16,56.2,273,832,673,832,273,302,423,514,166,454,1173,8.3,88181,33565,1005,840,559,40906,2250,358,59,580,-2.9
 2005, 1, 6, 14,30.7,16,51.2,265,767,644,767,265,305,425,514,153,405,1100,30.3,80822,32901,978,834,502,37369,1920,329,58,539,-2.2
 2005, 1, 6, 15,30.9,15,42.0,246,631,575,631,246,307,422,508,126,303,945,45.4,67649,34217,898,786,385,30161,1328,270,56,453,-2.0
 2005, 1, 6, 16,30.5,15,30.6,209,441,457,441,209,308,419,499,88,163,718,55.2,46246,28420,751,666,233,20547,701,189,49,328,-1.6
 2005, 1, 6, 17,29.3,16,18.0,145,231,279,231,145,309,411,483,46,11,436,61.4,24220,17221,492,427,86,10411,236,99,36,179,-1.4
 2005, 1, 6, 18,27.7,19,4.8,21,21,0,21,21,324,408,462,4,-122,60,65.5,2399,2399,7,21,0,1069,12,10,9,17,1.8
 2005, 1, 6, 19,26.8,24, 0.0,0,0,0,0,0,332,401,441,0,-108,0,68.3,0,0,0,0,0,0,0,0,0,0,3.5
 2005, 1, 6, 20,25.9,25, 0.0,0,0,0,0,0,330,395,432,0,-102,0,69.5,0,0,0,0,0,0,0,0,0,0,3.0
 2005, 1, 6, 21,25.0,26, 0.0,0,0,0,0,0,326,390,426,0,-100,0,69.5,0,0,0,0,0,0,0,0,0,0,2.2
 2005, 1, 6, 22,24.1,27, 0.0,0,0,0,0,0,323,385,419,0,-96,0,67.4,0,0,0,0,0,0,0,0,0,0,1.6
 2005, 1, 6, 23,23.0,28, 0.0,0,0,0,0,0,319,379,413,0,-94,0,60.4,0,0,0,0,0,0,0,0,0,0,0.6
 2005, 1, 6, 24,21.9,30, 0.0,0,0,0,0,0,316,374,406,0,-89,0,37.4,0,0,0,0,0,0,0,0,0,0,0.2
 2005, 1, 7, 1,21.1,32, 0.0,0,0,0,0,0,315,371,401,0,-86,0,-21.5,0,0,0,0,0,0,0,0,0,0,-0.1
 2005, 1, 7, 2,20.2,34, 0.0,0,0,0,0,0,314,368,396,0,-82,0,-56.2,0,0,0,0,0,0,0,0,0,0,-0.4
 2005, 1, 7, 3,19.4,37, 0.0,0,0,0,0,0,313,365,392,0,-79,0,-66.2,0,0,0,0,0,0,0,0,0,0,-0.5
 2005, 1, 7, 4,18.9,37, 0.0,0,0,0,0,0,311,363,390,0,-80,0,-69.4,0,0,0,0,0,0,0,0,0,0,-1.1
 2005, 1, 7, 5,18.5,38, 0.0,0,0,0,0,0,309,361,387,0,-78,0,-70.1,0,0,0,0,0,0,0,0,0,0,-1.4
 2005, 1, 7, 6,18.2,40, 0.0,0,0,0,0,0,310,360,385,0,-75,0,-69.1,0,0,0,0,0,0,0,0,0,0,-1.2
 2005, 1, 7, 7,18.3,38,0.4,5,5,0,5,5,307,369,406,1,-94,23,-67.0,666,665,-1,5,0,224,2,3,17,5,-1.9
 2005, 1, 7, 8,20.6,34,13.8,106,167,256,167,106,311,383,429,33,16,337,-63.2,17666,13039,427,359,61,7403,140,73,31,137,-0.9
 2005, 1, 7, 9,23.3,28,26.7,170,380,469,380,170,308,398,460,76,151,633,-57.5,40264,23762,723,634,210,17509,535,163,47,296,-1.7
 2005, 1, 7, 10,25.8,20,38.6,204,585,610,585,204,299,408,490,117,276,880,-49.2,63397,29059,892,783,380,27679,1138,251,56,435,-3.7
 2005, 1, 7, 11,28.0,18,48.6,220,742,695,742,220,300,422,515,148,379,1059,-36.1,78954,28479,989,844,521,35881,1774,318,58,532,-3.4
 2005, 1, 7, 12,29.8,16,55.3,226,832,737,832,226,301,432,533,166,434,1160,-16.2,89241,29041,1024,854,606,40727,2215,357,59,581,-3.1
 2005, 1, 7, 13,31.1,14,56.3,227,845,744,845,227,300,437,544,169,432,1174,8.2,90696,29048,1029,853,619,41466,2285,363,59,584,-3.5
 2005, 1, 7, 14,31.9,13,51.3,223,781,715,781,223,300,436,541,156,384,1102,30.2,83240,28684,1007,852,558,37989,1957,335,59,544,-3.4
 2005, 1, 7, 15,32.1,12,42.2,212,646,647,646,212,300,431,532,129,285,947,45.4,67831,27405,941,819,434,30825,1362,276,57,459,-3.4
 2005, 1, 7, 16,31.7,13,30.7,185,454,528,454,185,303,425,518,91,149,721,55.3,48192,25543,797,702,270,21144,724,194,52,335,-2.8
 2005, 1, 7, 17,30.6,15,18.1,132,238,342,238,132,310,417,495,48,7,439,61.5,25173,15878,536,460,106,10746,245,102,38,183,-1.1
 2005, 1, 7, 18,28.9,16,4.9,23,23,0,23,23,318,409,469,5,-133,61,65.6,2601,2601,9,23,0,1169,14,11,11,18,0.6
 2005, 1, 7, 19,27.8,21, 0.0,0,0,0,0,0,329,402,446,0,-117,0,68.4,0,0,0,0,0,0,0,0,0,0,2.8
 2005, 1, 7, 20,26.8,21, 0.0,0,0,0,0,0,322,395,440,0,-119,0,70.0,0,0,0,0,0,0,0,0,0,0,1.3
 2005, 1, 7, 21,25.8,22, 0.0,0,0,0,0,0,319,390,432,0,-113,0,70.0,0,0,0,0,0,0,0,0,0,0,0.7
 2005, 1, 7, 22,24.9,24, 0.0,0,0,0,0,0,318,387,428,0,-110,0,67.5,0,0,0,0,0,0,0,0,0,0,0.5
 2005, 1, 7, 23,23.7,25, 0.0,0,0,0,0,0,315,381,420,0,-105,0,60.6,0,0,0,0,0,0,0,0,0,0,-0.2
 2005, 1, 7, 24,22.5,27, 0.0,0,0,0,0,0,312,376,413,0,-101,0,38.1,0,0,0,0,0,0,0,0,0,0,-0.7
 2005, 1, 8, 1,21.4,28, 0.0,0,0,0,0,0,309,370,406,0,-97,0,-21.4,0,0,0,0,0,0,0,0,0,0,-1.5
 2005, 1, 8, 2,20.2,31, 0.0,0,0,0,0,0,308,367,400,0,-91,0,-56.3,0,0,0,0,0,0,0,0,0,0,-1.6
 2005, 1, 8, 3,19.0,31, 0.0,0,0,0,0,0,302,362,396,0,-93,0,-66.3,0,0,0,0,0,0,0,0,0,0,-3.0
 2005, 1, 8, 4,18.4,32, 0.0,0,0,0,0,0,299,357,390,0,-91,0,-69.5,0,0,0,0,0,0,0,0,0,0,-3.6
 2005, 1, 8, 5,17.8,33, 0.0,0,0,0,0,0,297,353,384,0,-86,0,-70.2,0,0,0,0,0,0,0,0,0,0,-4.0
 2005, 1, 8, 6,17.4,35, 0.0,0,0,0,0,0,298,352,381,0,-82,0,-69.2,0,0,0,0,0,0,0,0,0,0,-3.9
 2005, 1, 8, 7,17.5,35,0.3,5,5,0,5,5,299,363,401,1,-98,23,-67.1,634,634,-1,5,0,211,2,3,17,4,-3.7
 2005, 1, 8, 8,19.7,30,13.7,104,167,264,167,104,299,375,424,33,9,335,-63.3,17631,12698,432,362,63,7385,139,72,31,137,-3.6
 2005, 1, 8, 9,22.3,25,26.6,166,381,479,381,166,298,389,454,76,149,633,-58.0,40385,23192,730,639,215,17534,536,164,48,299,-3.9
 2005, 1, 8, 10,25.0,20,38.6,199,586,621,586,199,293,403,484,117,278,880,-49.4,61542,26142,897,788,387,27722,1140,251,56,438,-5.0
 2005, 1, 8, 11,26.9,17,48.7,214,744,706,744,214,294,413,504,149,385,1060,-36.3,79296,27788,993,849,530,35932,1779,319,59,536,-4.9
